10001	168
10001	272
10001	884
10001	992
10001	1855
10001	2076
10001	3139
10001	3930
10001	4178
10001	4257
10001	4386
10001	4860
10001	4946
10001	5044
10001	5558
10001	5698
10001	6030
10001	6718
10001	7084
10001	7525
10001	8172
10001	8339
10001	9316
10001	9735
10001	10021
10001	10356
10001	11327
10001	11345
10001	11505
10001	11572
10001	11602
10001	11877
10002	373
10002	795
10002	1407
10002	1860
10002	1935
10002	2019
10002	2163
10002	2208
10002	2324
10002	2372
10002	2562
10002	2884
10002	3376
10002	3883
10002	4006
10002	4221
10002	4261
10002	5036
10002	5068
10002	6613
10002	6815
10002	7027
10002	7706
10002	7742
10002	7883
10002	8567
10002	8766
10002	8808
10002	9107
10002	9228
10002	9745
10002	10339
10002	10400
10002	12051
10003	372
10003	854
10003	1734
10003	1857
10003	2081
10003	3660
10003	4018
10003	4286
10003	5008
10003	5317
10003	5351
10003	5511
10003	5769
10003	6052
10003	6239
10003	6375
10003	6726
10003	6956
10003	7115
10003	7535
10003	7557
10003	7614
10003	7650
10003	7846
10003	7873
10003	8470
10003	8800
10003	8884
10003	8969
10003	9283
10003	9732
10003	9913
10003	10330
10003	10367
10003	10756
10003	10986
10003	11004
10003	11015
10003	11178
10003	12025
10004	27
10004	142
10004	1080
10004	2039
10004	3103
10004	3967
10004	4267
10004	6091
10004	6319
10004	7014
10004	8283
10004	9937
10004	12098
10004	12390
10004	12453
10005	579
10005	1022
10005	1583
10005	1646
10005	2583
10005	2741
10005	2778
10005	3699
10005	3956
10005	4618
10005	5314
10005	5814
10005	6479
10005	6595
10005	7322
10005	7447
10005	7934
10005	8402
10005	9844
10005	10573
10005	11435
10005	11890
10006	731
10006	3147
10006	3507
10006	3722
10006	4303
10006	4418
10006	4809
10006	4845
10006	5176
10006	5181
10006	5535
10006	6096
10006	6281
10006	6399
10006	7419
10006	7448
10006	8634
10006	8853
10006	9080
10006	9571
10006	9839
10006	10914
10006	12264
10007	84
10007	492
10007	1233
10007	1279
10007	1670
10007	1871
10007	3274
10007	3566
10007	4024
10007	4243
10007	4505
10007	5178
10007	6182
10007	6291
10007	6360
10007	7922
10007	8208
10007	8312
10007	8358
10007	8850
10007	9083
10007	9473
10007	10408
10007	10891
10008	113
10008	230
10008	237
10008	807
10008	1094
10008	1149
10008	1891
10008	2256
10008	2894
10008	2915
10008	3289
10008	3380
10008	4259
10008	5021
10008	5144
10008	5504
10008	6507
10008	8535
10008	11381
10009	1566
10009	3156
10009	4347
10009	4553
10009	4686
10009	5690
10009	6044
10009	7293
10009	8779
10009	8816
10009	8963
10009	11007
10009	11276
10009	11626
10009	11874
10009	12196
10010	0
10010	157
10010	374
10010	1246
10010	2586
10010	2675
10010	3420
10010	3546
10010	3557
10010	5019
10010	5423
10010	5745
10010	5755
10010	7653
10010	9118
10010	9673
10010	9686
10010	10219
10010	10885
10010	11169
10010	11239
10010	11354
10010	12245
10011	518
10011	623
10011	852
10011	1463
10011	1711
10011	1738
10011	4008
10011	4154
10011	4649
10011	4973
10011	5262
10011	5321
10011	5375
10011	7004
10011	8261
10011	9658
10011	9861
10011	9874
10011	10283
10011	10710
10011	11367
10011	11427
10012	990
10012	1119
10012	1581
10012	1876
10012	2409
10012	4521
10012	4761
10012	5170
10012	6185
10012	6238
10012	6277
10012	6457
10012	7148
10012	7366
10012	7969
10012	8234
10012	8448
10012	8593
10012	10059
10012	10211
10012	10246
10012	10389
10012	10670
10012	11371
10013	54
10013	509
10013	617
10013	1514
10013	1563
10013	1864
10013	1924
10013	2089
10013	2259
10013	3069
10013	3154
10013	4698
10013	5017
10013	5886
10013	7123
10013	7427
10013	7517
10013	7615
10013	8667
10013	9050
10013	10850
10013	11122
10013	11793
10014	1591
10014	2445
10014	2948
10014	3474
10014	4724
10014	4919
10014	5491
10014	5914
10014	9989
10014	10776
10014	10824
10014	11564
10014	11699
10014	11801
10015	661
10015	684
10015	1926
10015	3884
10015	4350
10015	5908
10015	7081
10015	9335
10015	10382
10015	11764
10015	12326
10016	74
10016	880
10016	1300
10016	1892
10016	2966
10016	3098
10016	3119
10016	3146
10016	3585
10016	4344
10016	4831
10016	4977
10016	6034
10016	6769
10016	6781
10016	7093
10016	7764
10016	8141
10016	8347
10016	8613
10016	8855
10016	8936
10016	9390
10016	9436
10016	9736
10016	9873
10016	9953
10016	10375
10016	10828
10016	10846
10016	10906
10016	11281
10016	11713
10016	11807
10017	108
10017	422
10017	702
10017	773
10017	1153
10017	1249
10017	2153
10017	2176
10017	2195
10017	2917
10017	3346
10017	3695
10017	4241
10017	4858
10017	6212
10017	6477
10017	7569
10017	8121
10017	8916
10017	9085
10017	9248
10017	9456
10017	9961
10017	11875
10017	11934
10017	12044
10017	12077
10017	12163
10017	12435
10018	158
10018	193
10018	226
10018	832
10018	1008
10018	1454
10018	1628
10018	2382
10018	2926
10018	2983
10018	3780
10018	4153
10018	4620
10018	4746
10018	5557
10018	5970
10018	6069
10018	6660
10018	6951
10018	7235
10018	7356
10018	7587
10018	7820
10018	8171
10018	8439
10018	8671
10018	8926
10018	9043
10018	9220
10018	9446
10018	9625
10018	9663
10018	10250
10018	11642
10018	12085
10018	12419
10019	184
10019	252
10019	1092
10019	1408
10019	1783
10019	1823
10019	1977
10019	3023
10019	3467
10019	3523
10019	4861
10019	5734
10019	5933
10019	6275
10019	6779
10019	6985
10019	7349
10019	7512
10019	7519
10019	8488
10019	8622
10019	9000
10019	9156
10019	10335
10019	10770
10019	10897
10019	10948
10019	11917
10019	11931
10019	12395
10019	12464
10020	1610
10020	1661
10020	2125
10020	2190
10020	2222
10020	3064
10020	3067
10020	3114
10020	3568
10020	3594
10020	3900
10020	4313
10020	4731
10020	5006
10020	5402
10020	5582
10020	5593
10020	5890
10020	6898
10020	7085
10020	7507
10020	9288
10020	9582
10020	10025
10020	10153
10020	10253
10020	10398
10020	10549
10020	11631
10021	245
10021	514
10021	1162
10021	1842
10021	1923
10021	2162
10021	2547
10021	2996
10021	3060
10021	3079
10021	3264
10021	3330
10021	3439
10021	3501
10021	3704
10021	4638
10021	4647
10021	4740
10021	4745
10021	5283
10021	5365
10021	5704
10021	5876
10021	6567
10021	6922
10021	7076
10021	7256
10021	7769
10021	8462
10021	8933
10021	9140
10021	9147
10021	9756
10021	10265
10021	10463
10021	11298
10021	11387
10021	11608
10021	11845
10021	11980
10022	976
10022	1468
10022	1615
10022	1689
10022	1960
10022	1975
10022	2124
10022	2395
10022	2542
10022	2758
10022	2801
10022	2933
10022	2974
10022	3134
10022	3265
10022	3489
10022	3509
10022	3875
10022	4034
10022	4664
10022	4687
10022	4704
10022	6287
10022	6940
10022	7016
10022	7213
10022	7947
10022	8327
10022	8425
10022	8564
10022	8828
10022	9168
10022	10031
10022	10041
10022	10102
10022	10214
10022	10248
10022	10520
10022	10746
10022	10929
10022	11165
10022	11233
10022	11254
10022	11445
10022	11960
10022	11967
10022	12179
10022	12258
10023	210
10023	347
10023	349
10023	350
10023	386
10023	538
10023	650
10023	839
10023	1263
10023	1366
10023	1799
10023	2252
10023	2582
10023	2681
10023	3022
10023	3042
10023	3706
10023	3728
10023	3754
10023	3971
10023	3980
10023	4052
10023	4598
10023	4672
10023	4770
10023	4773
10023	4829
10023	5075
10023	5224
10023	5264
10023	5394
10023	5405
10023	5498
10023	5594
10023	5596
10023	5759
10023	5948
10023	6155
10023	6373
10023	6553
10023	6826
10023	7160
10023	7231
10023	7511
10023	7566
10023	7770
10023	7781
10023	7802
10023	7837
10023	8908
10023	9352
10023	9474
10023	9595
10023	9691
10023	9845
10023	9962
10023	9995
10023	10115
10023	10137
10023	11463
10023	11683
10023	11834
10023	12028
10023	12198
10023	12251
10023	12265
10023	12473
10023	12485
10024	59
10024	98
10024	207
10024	412
10024	429
10024	506
10024	524
10024	656
10024	670
